rank,resume_id,category,composite_score,status,est_years_exp,tfidf_score,skill_match_pct,category_pct,exp_score,edu_score,total_skills,matched_skills,missing_skills,bonus_skills,snippet
197,1136,DevOps Engineer,23.94, Not Recommended,2,6.35,19.57,37.5,25.0,82.0,26,"['aws', 'azure', 'docker', 'gcp', 'kubernetes', 'mongodb', 'postgresql', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['ansible', 'bash', 'ci/cd', 'git', 'github', 'github actions', 'gitlab', 'go', 'grafana', 'helm', 'jenkins', 'linux', 'mysql', 'prometheus', 'redis', 'terraform', 'unix']","Liam Taylor | liam.t@email.com DevOps / Cloud Engineer — 2 years EXPERIENCE: Senior DevOps Engineer — Amazon • Cloud IaC: AWS, GCP, Azure; Terraform, Ansible, CloudFormation • Kube..."
198,1238,Network Security Engineer,23.79, Not Recommended,5,3.54,8.7,37.5,62.5,82.0,7,"['aws', 'azure', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['bash', 'databricks', 'linux']","Noah Anderson | noah.a@email.com Network Security Engineer — 5 years EXPERIENCE: Senior Security Engineer — Databricks • Network security: Palo Alto, Cisco, Fortinet firewalls; IDS..."
199,1246,Network Security Engineer,23.66, Not Recommended,6,3.54,8.7,25.0,75.0,85.0,6,"['aws', 'azure', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['bash', 'linux']","Bob Martinez | bob.m@email.com Network Security Engineer — 6 years EXPERIENCE: Senior Security Engineer — Google • Network security: Palo Alto, Cisco, Fortinet firewalls; IDS/IPS s..."
200,1165,HR,23.53, Not Recommended,7,1.44,6.52,25.0,87.5,82.0,5,"['communication', 'leadership', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Peter Jackson | peter.j@email.com Human Resources Manager — 7 years EXPERIENCE: HR Manager — Amazon • Full-cycle recruitment, employee relations, performance management • HRIS: Wor..."
201,1248,Network Security Engineer,23.42, Not Recommended,6,3.54,8.7,25.0,75.0,82.0,6,"['aws', 'azure', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['bash', 'linux']","David Kim | david.k@email.com Network Security Engineer — 6 years EXPERIENCE: Senior Security Engineer — Nvidia • Network security: Palo Alto, Cisco, Fortinet firewalls; IDS/IPS sy..."
202,1228,Network Security Engineer,23.42, Not Recommended,6,3.54,8.7,25.0,75.0,82.0,6,"['aws', 'azure', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['bash', 'linux']","David Kim | david.k@email.com Network Security Engineer — 6 years EXPERIENCE: Senior Security Engineer — Airbnb • Network security: Palo Alto, Cisco, Fortinet firewalls; IDS/IPS sy..."
203,1203,Business Analyst,23.38, Not Recommended,2,6.24,17.39,37.5,25.0,85.0,10,"['agile', 'communication', 'power bi', 'python', 'r', 'scrum', 'sql', 'tableau']","['a/b testing', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'pytorch', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","David Kim | david.k@email.com Business Analyst — 2 years EXPERIENCE: Senior Business Analyst — Apple • Requirements gathering via stakeholder interviews; user stories, BRDs • Dashb..."
204,1056,Web Designing,23.14, Not Recommended,1,6.7,15.22,50.0,12.5,85.0,29,"['agile', 'aws', 'docker', 'kubernetes', 'mongodb', 'postgresql', 'scrum']","['a/b testing', 'airflow', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['angular', 'ci/cd', 'css', 'django', 'fastapi', 'firebase', 'flask', 'git', 'graphql', 'html', 'javascript', 'jenkins', 'linux', 'microservices', 'mysql', 'node.js', 'react', 'redis', 'rest api', 'spring', 'typescript', 'vue']","Grace Patel | grace.p@email.com Full Stack Developer — 1 years EXPERIENCE: Senior Developer — OpenAI • Frontend: React, Angular, Vue.js, TypeScript, JavaScript, HTML5, CSS3, SASS •..."
205,1219,Business Analyst,23.07, Not Recommended,1,6.2,17.39,37.5,12.5,100.0,10,"['agile', 'communication', 'power bi', 'python', 'r', 'scrum', 'sql', 'tableau']","['a/b testing', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'pytorch', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Tina Hall | tina.h@email.com Business Analyst — 1 years EXPERIENCE: Senior Business Analyst — Adobe • Requirements gathering via stakeholder interviews; user stories, BRDs • Dashbo..."
206,1148,DevOps Engineer,22.99, Not Recommended,2,6.38,19.57,37.5,25.0,70.0,26,"['aws', 'azure', 'docker', 'gcp', 'kubernetes', 'mongodb', 'postgresql', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['ansible', 'bash', 'ci/cd', 'git', 'github', 'github actions', 'gitlab', 'go', 'grafana', 'helm', 'jenkins', 'linux', 'mysql', 'prometheus', 'redis', 'terraform', 'unix']","David Kim | david.k@email.com DevOps / Cloud Engineer — 2 years EXPERIENCE: Senior DevOps Engineer — Adobe • Cloud IaC: AWS, GCP, Azure; Terraform, Ansible, CloudFormation • Kubern..."
207,1072,Web Designing,22.89, Not Recommended,1,6.67,15.22,50.0,12.5,82.0,29,"['agile', 'aws', 'docker', 'kubernetes', 'mongodb', 'postgresql', 'scrum']","['a/b testing', 'airflow', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['angular', 'ci/cd', 'css', 'django', 'fastapi', 'firebase', 'flask', 'git', 'graphql', 'html', 'javascript', 'jenkins', 'linux', 'microservices', 'mysql', 'node.js', 'react', 'redis', 'rest api', 'spring', 'typescript', 'vue']","Carol White | carol.w@email.com Full Stack Developer — 1 years EXPERIENCE: Senior Developer — Amazon • Frontend: React, Angular, Vue.js, TypeScript, JavaScript, HTML5, CSS3, SASS •..."
208,1198,Accountant,22.85, Not Recommended,4,3.16,6.52,37.5,50.0,100.0,5,"['communication', 'power bi', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'oracle']","David Kim | david.k@email.com Certified Accountant (CPA) — 4 years EXPERIENCE: Senior Accountant — Stripe • Financial statements: P&L, Balance Sheet, Cash Flow — GAAP/IFRS • AR/AP,..."
209,1140,DevOps Engineer,22.69, Not Recommended,1,6.38,19.57,37.5,12.5,85.0,26,"['aws', 'azure', 'docker', 'gcp', 'kubernetes', 'mongodb', 'postgresql', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['ansible', 'bash', 'ci/cd', 'git', 'github', 'github actions', 'gitlab', 'go', 'grafana', 'helm', 'jenkins', 'linux', 'mysql', 'prometheus', 'redis', 'terraform', 'unix']","Peter Jackson | peter.j@email.com DevOps / Cloud Engineer — 1 years EXPERIENCE: Senior DevOps Engineer — Salesforce • Cloud IaC: AWS, GCP, Azure; Terraform, Ansible, CloudFormation..."
210,1161,HR,22.57, Not Recommended,7,1.45,6.52,25.0,87.5,70.0,6,"['communication', 'leadership', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['databricks', 'excel', 'problem solving']","Liam Taylor | liam.t@email.com Human Resources Manager — 7 years EXPERIENCE: HR Manager — Databricks • Full-cycle recruitment, employee relations, performance management • HRIS: Wo..."
211,1166,HR,22.27, Not Recommended,6,1.45,6.52,25.0,75.0,85.0,5,"['communication', 'leadership', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Quinn Harris | quinn.h@email.com Human Resources Manager — 6 years EXPERIENCE: HR Manager — OpenAI • Full-cycle recruitment, employee relations, performance management • HRIS: Work..."
212,1159,HR,22.27, Not Recommended,6,1.44,6.52,25.0,75.0,85.0,5,"['communication', 'leadership', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","James Garcia | james.g@email.com Human Resources Manager — 6 years EXPERIENCE: HR Manager — IBM • Full-cycle recruitment, employee relations, performance management • HRIS: Workday..."
213,1154,HR,22.27, Not Recommended,6,1.44,6.52,25.0,75.0,85.0,5,"['communication', 'leadership', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Emma Wilson | emma.w@email.com Human Resources Manager — 6 years EXPERIENCE: HR Manager — Palantir • Full-cycle recruitment, employee relations, performance management • HRIS: Work..."
214,1226,Network Security Engineer,22.16, Not Recommended,5,3.54,8.7,25.0,62.5,85.0,6,"['aws', 'azure', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['bash', 'linux']","Bob Martinez | bob.m@email.com Network Security Engineer — 5 years EXPERIENCE: Senior Security Engineer — Amazon • Network security: Palo Alto, Cisco, Fortinet firewalls; IDS/IPS s..."
215,1073,Web Designing,21.94, Not Recommended,1,6.7,15.22,50.0,12.5,70.0,29,"['agile', 'aws', 'docker', 'kubernetes', 'mongodb', 'postgresql', 'scrum']","['a/b testing', 'airflow', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['angular', 'ci/cd', 'css', 'django', 'fastapi', 'firebase', 'flask', 'git', 'graphql', 'html', 'javascript', 'jenkins', 'linux', 'microservices', 'mysql', 'node.js', 'react', 'redis', 'rest api', 'spring', 'typescript', 'vue']","David Kim | david.k@email.com Full Stack Developer — 1 years EXPERIENCE: Senior Developer — Airbnb • Frontend: React, Angular, Vue.js, TypeScript, JavaScript, HTML5, CSS3, SASS • B..."
216,1074,Web Designing,21.94, Not Recommended,1,6.7,15.22,50.0,12.5,70.0,29,"['agile', 'aws', 'docker', 'kubernetes', 'mongodb', 'postgresql', 'scrum']","['a/b testing', 'airflow', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['angular', 'ci/cd', 'css', 'django', 'fastapi', 'firebase', 'flask', 'git', 'graphql', 'html', 'javascript', 'jenkins', 'linux', 'microservices', 'mysql', 'node.js', 'react', 'redis', 'rest api', 'spring', 'typescript', 'vue']","Emma Wilson | emma.w@email.com Full Stack Developer — 1 years EXPERIENCE: Senior Developer — IBM • Frontend: React, Angular, Vue.js, TypeScript, JavaScript, HTML5, CSS3, SASS • Bac..."
217,1216,Business Analyst,21.88, Not Recommended,1,6.24,17.39,37.5,12.5,85.0,10,"['agile', 'communication', 'power bi', 'python', 'r', 'scrum', 'sql', 'tableau']","['a/b testing', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'pytorch', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Quinn Harris | quinn.h@email.com Business Analyst — 1 years EXPERIENCE: Senior Business Analyst — Adobe • Requirements gathering via stakeholder interviews; user stories, BRDs • Da..."
218,1208,Business Analyst,21.87, Not Recommended,1,6.2,17.39,37.5,12.5,85.0,10,"['agile', 'communication', 'power bi', 'python', 'r', 'scrum', 'sql', 'tableau']","['a/b testing', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'pytorch', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Iris Davis | iris.d@email.com Business Analyst — 1 years EXPERIENCE: Senior Business Analyst — Uber • Requirements gathering via stakeholder interviews; user stories, BRDs • Dashbo..."
219,1210,Business Analyst,21.87, Not Recommended,1,6.2,17.39,37.5,12.5,85.0,11,"['agile', 'communication', 'power bi', 'python', 'r', 'scrum', 'sql', 'tableau']","['a/b testing', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'pytorch', 'regression', 'scikit-learn', 'seaborn', 'spacy', 'spark', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['databricks', 'excel', 'problem solving']","Karen Lee | karen.l@email.com Business Analyst — 1 years EXPERIENCE: Senior Business Analyst — Databricks • Requirements gathering via stakeholder interviews; user stories, BRDs •..."
220,1240,Network Security Engineer,21.86, Not Recommended,4,3.54,8.7,25.0,50.0,100.0,6,"['aws', 'azure', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['bash', 'linux']","Peter Jackson | peter.j@email.com Network Security Engineer — 4 years EXPERIENCE: Senior Security Engineer — Amazon • Network security: Palo Alto, Cisco, Fortinet firewalls; IDS/IP..."
221,1141,DevOps Engineer,21.49, Not Recommended,1,6.38,19.57,37.5,12.5,70.0,27,"['aws', 'azure', 'docker', 'gcp', 'kubernetes', 'mongodb', 'postgresql', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['ansible', 'bash', 'ci/cd', 'git', 'github', 'github actions', 'gitlab', 'go', 'grafana', 'helm', 'jenkins', 'linux', 'mysql', 'oracle', 'prometheus', 'redis', 'terraform', 'unix']","Quinn Harris | quinn.h@email.com DevOps / Cloud Engineer — 1 years EXPERIENCE: Senior DevOps Engineer — Oracle • Cloud IaC: AWS, GCP, Azure; Terraform, Ansible, CloudFormation • Ku..."
222,1132,DevOps Engineer,21.49, Not Recommended,1,6.38,19.57,37.5,12.5,70.0,26,"['aws', 'azure', 'docker', 'gcp', 'kubernetes', 'mongodb', 'postgresql', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'hugging face', 'hypothesis testing', 'kafka', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'nlp', 'nltk', 'numpy', 'pandas', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['ansible', 'bash', 'ci/cd', 'git', 'github', 'github actions', 'gitlab', 'go', 'grafana', 'helm', 'jenkins', 'linux', 'mysql', 'prometheus', 'redis', 'terraform', 'unix']","Henry Brown | henry.b@email.com DevOps / Cloud Engineer — 1 years EXPERIENCE: Senior DevOps Engineer — IBM • Cloud IaC: AWS, GCP, Azure; Terraform, Ansible, CloudFormation • Kubern..."
223,1187,Accountant,21.41, Not Recommended,4,3.16,6.52,37.5,50.0,82.0,5,"['communication', 'power bi', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'oracle']","Maya Singh | maya.s@email.com Certified Accountant (CPA) — 4 years EXPERIENCE: Senior Accountant — Apple • Financial statements: P&L, Balance Sheet, Cash Flow — GAAP/IFRS • AR/AP,..."
224,1189,Accountant,21.41, Not Recommended,4,3.16,6.52,37.5,50.0,82.0,5,"['communication', 'power bi', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'oracle']","Olivia Thomas | olivia.t@email.com Certified Accountant (CPA) — 4 years EXPERIENCE: Senior Accountant — Netflix • Financial statements: P&L, Balance Sheet, Cash Flow — GAAP/IFRS •..."
225,1242,Network Security Engineer,20.96, Not Recommended,5,3.56,8.7,25.0,62.5,70.0,6,"['aws', 'azure', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['bash', 'linux']","Rachel Lopez | rachel.l@email.com Network Security Engineer — 5 years EXPERIENCE: Senior Security Engineer — OpenAI • Network security: Palo Alto, Cisco, Fortinet firewalls; IDS/IP..."
